comparison,classifier,participant_accuracy_mean,participant_accuracy_std,n_subjects
rest1_vs_type1,KFDA,0.8333333333333333,0.10540925533894599,5
rest1_vs_type1,LDA,0.8300000000000001,0.10697871023920803,5
rest1_vs_type1,RBF-SVM,0.8133333333333332,0.12438738771363524,5
rest2_vs_type2,KFDA,0.71,0.09021579068482906,5
rest2_vs_type2,LDA,0.7066666666666667,0.10580380165402584,5
rest2_vs_type2,RBF-SVM,0.7066666666666667,0.0917423929634859,5
