analysis,subject_id,comparison,outer_fold,step,candidate_index,candidate_name,cv_accuracy,improvement,accepted
intra,irene,rest2_vs_type2,4,3,41,BP__F8__gamma,0.8355555555555554,0.019999999999999907,True
intra,irene,rest2_vs_type2,4,4,13,BP__F7__theta,0.8355555555555554,0.0,False
intra,irene,rest2_vs_type2,5,1,50,PLV__FP2__Fz__delta,0.7733333333333333,,True
intra,irene,rest2_vs_type2,5,2,62,PLV__F4__F8__delta,0.8355555555555554,0.06222222222222207,True
intra,irene,rest2_vs_type2,5,3,3,BP__FP1__beta_low,0.8555555555555555,0.02000000000000013,True
intra,irene,rest2_vs_type2,5,4,57,PLV__F3__Fz__delta,0.8755555555555556,0.02000000000000013,True
intra,irene,rest2_vs_type2,5,5,1,BP__FP1__theta,0.8777777777777779,0.0022222222222222365,True
intra,irene,rest2_vs_type2,5,6,96,PLV__F7__Fz__alpha,0.8977777777777778,0.019999999999999907,True
intra,irene,rest2_vs_type2,5,7,103,PLV__Fz__F8__alpha,0.8777777777777779,-0.019999999999999907,False
intra,jh,rest2_vs_type2,1,1,5,BP__FP1__gamma,0.7288888888888889,,True
intra,jh,rest2_vs_type2,1,2,35,BP__F4__gamma,0.7288888888888889,0.0,False
intra,jh,rest2_vs_type2,2,1,125,PLV__F4__F8__beta_low,0.6844444444444444,,True
intra,jh,rest2_vs_type2,2,2,134,PLV__FP2__Fz__beta_high,0.7511111111111111,0.06666666666666665,True
intra,jh,rest2_vs_type2,2,3,11,BP__FP2__gamma,0.7733333333333333,0.022222222222222254,True
intra,jh,rest2_vs_type2,2,4,150,PLV__FP1__Fz__gamma,0.7933333333333332,0.019999999999999907,True
intra,jh,rest2_vs_type2,2,5,41,BP__F8__gamma,0.7933333333333332,0.0,False
intra,jh,rest2_vs_type2,3,1,23,BP__F3__gamma,0.7466666666666667,,True
intra,jh,rest2_vs_type2,3,2,41,BP__F8__gamma,0.7488888888888889,0.0022222222222222365,True
intra,jh,rest2_vs_type2,3,3,114,PLV__FP2__F4__beta_low,0.768888888888889,0.020000000000000018,True
intra,jh,rest2_vs_type2,3,4,151,PLV__FP1__F4__gamma,0.7666666666666666,-0.0022222222222223476,False
intra,jh,rest2_vs_type2,4,1,86,PLV__FP1__F3__alpha,0.7955555555555556,,True
intra,jh,rest2_vs_type2,4,2,61,PLV__Fz__F8__delta,0.7955555555555556,0.0,False
intra,jh,rest2_vs_type2,5,1,66,PLV__FP1__Fz__theta,0.7066666666666667,,True
intra,jh,rest2_vs_type2,5,2,7,BP__FP2__theta,0.7133333333333333,0.006666666666666599,True
intra,jh,rest2_vs_type2,5,3,109,PLV__FP1__F4__beta_low,0.7733333333333333,0.06000000000000005,True
intra,jh,rest2_vs_type2,5,4,43,PLV__FP1__F7__delta,0.8155555555555555,0.04222222222222216,True
intra,jh,rest2_vs_type2,5,5,127,PLV__FP1__F7__beta_high,0.8333333333333334,0.017777777777777892,True
intra,jh,rest2_vs_type2,5,6,49,PLV__FP2__F3__delta,0.8355555555555556,0.0022222222222222365,True
intra,jh,rest2_vs_type2,5,7,93,PLV__FP2__F4__alpha,0.8355555555555556,0.0,False
intra,lin,rest2_vs_type2,1,1,164,PLV__F3__F8__gamma,0.8955555555555555,,True
intra,lin,rest2_vs_type2,1,2,142,PLV__F3__F4__beta_high,1.0,0.10444444444444445,True
intra,lin,rest2_vs_type2,1,3,0,BP__FP1__delta,1.0,0.0,False
intra,lin,rest2_vs_type2,2,1,142,PLV__F3__F4__beta_high,0.8733333333333334,,True
intra,lin,rest2_vs_type2,2,2,164,PLV__F3__F8__gamma,0.9377777777777776,0.0644444444444442,True
intra,lin,rest2_vs_type2,2,3,35,BP__F4__gamma,0.9800000000000001,0.042222222222222494,True
intra,lin,rest2_vs_type2,2,4,14,BP__F7__alpha,1.0,0.019999999999999907,True
intra,lin,rest2_vs_type2,2,5,1,BP__FP1__theta,1.0,0.0,False
intra,lin,rest2_vs_type2,3,1,142,PLV__F3__F4__beta_high,0.8977777777777778,,True
intra,lin,rest2_vs_type2,3,2,153,PLV__FP2__F7__gamma,0.96,0.06222222222222218,True
intra,lin,rest2_vs_type2,3,3,2,BP__FP1__alpha,0.9800000000000001,0.02000000000000013,True
intra,lin,rest2_vs_type2,3,4,1,BP__FP1__theta,0.9800000000000001,0.0,False
intra,lin,rest2_vs_type2,4,1,142,PLV__F3__F4__beta_high,0.8800000000000001,,True
intra,lin,rest2_vs_type2,4,2,164,PLV__F3__F8__gamma,0.9800000000000001,0.09999999999999998,True
intra,lin,rest2_vs_type2,4,3,85,PLV__FP1__F7__alpha,1.0,0.019999999999999907,True
intra,lin,rest2_vs_type2,4,4,0,BP__FP1__delta,1.0,0.0,False
intra,lin,rest2_vs_type2,5,1,142,PLV__F3__F4__beta_high,0.8955555555555555,,True
intra,lin,rest2_vs_type2,5,2,155,PLV__FP2__Fz__gamma,0.96,0.06444444444444442,True
intra,lin,rest2_vs_type2,5,3,16,BP__F7__beta_high,0.9800000000000001,0.02000000000000013,True
intra,lin,rest2_vs_type2,5,4,1,BP__FP1__theta,0.9800000000000001,0.0,False
intra,pftest,rest2_vs_type2,1,1,156,PLV__FP2__F4__gamma,0.8333333333333333,,True
intra,pftest,rest2_vs_type2,1,2,21,BP__F3__beta_low,0.8555555555555555,0.022222222222222254,True
intra,pftest,rest2_vs_type2,1,3,164,PLV__F3__F8__gamma,0.8777777777777779,0.022222222222222365,True
intra,pftest,rest2_vs_type2,1,4,14,BP__F7__alpha,0.8977777777777778,0.019999999999999907,True
intra,pftest,rest2_vs_type2,1,5,11,BP__FP2__gamma,0.8977777777777778,0.0,False
intra,pftest,rest2_vs_type2,2,1,23,BP__F3__gamma,0.7933333333333332,,True
intra,pftest,rest2_vs_type2,2,2,97,PLV__F7__F4__alpha,0.9199999999999999,0.1266666666666667,True
intra,pftest,rest2_vs_type2,2,3,41,BP__F8__gamma,0.9400000000000001,0.02000000000000013,True
intra,pftest,rest2_vs_type2,2,4,75,PLV__F7__Fz__theta,0.9400000000000001,0.0,False
intra,pftest,rest2_vs_type2,3,1,147,PLV__FP1__FP2__gamma,0.8177777777777777,,True
intra,pftest,rest2_vs_type2,3,2,56,PLV__F7__F8__delta,0.9177777777777777,0.09999999999999998,True
intra,pftest,rest2_vs_type2,3,3,103,PLV__Fz__F8__alpha,0.96,0.04222222222222227,True
intra,pftest,rest2_vs_type2,3,4,6,BP__FP2__delta,0.96,0.0,False
intra,pftest,rest2_vs_type2,4,1,41,BP__F8__gamma,0.8555555555555555,,True
intra,pftest,rest2_vs_type2,4,2,6,BP__FP2__delta,0.8777777777777779,0.022222222222222365,True
intra,pftest,rest2_vs_type2,4,3,36,BP__F8__delta,0.8777777777777779,0.0,False
intra,pftest,rest2_vs_type2,5,1,17,BP__F7__gamma,0.7711111111111111,,True
intra,pftest,rest2_vs_type2,5,2,59,PLV__F3__F8__delta,0.8777777777777779,0.1066666666666668,True
intra,pftest,rest2_vs_type2,5,3,24,BP__Fz__delta,0.8977777777777778,0.019999999999999907,True
intra,pftest,rest2_vs_type2,5,4,81,PLV__Fz__F4__theta,0.9177777777777777,0.019999999999999907,True
intra,pftest,rest2_vs_type2,5,5,23,BP__F3__gamma,0.9177777777777777,0.0,False
intra,yen,rest2_vs_type2,1,1,2,BP__FP1__alpha,0.6911111111111111,,True
intra,yen,rest2_vs_type2,1,2,131,PLV__FP1__F8__beta_high,0.7511111111111111,0.05999999999999994,True
intra,yen,rest2_vs_type2,1,3,5,BP__FP1__gamma,0.7711111111111111,0.020000000000000018,True
intra,yen,rest2_vs_type2,1,4,4,BP__FP1__beta_high,0.7888888888888889,0.01777777777777778,True
intra,yen,rest2_vs_type2,1,5,138,PLV__F7__Fz__beta_high,0.8755555555555556,0.08666666666666678,True
intra,yen,rest2_vs_type2,1,6,10,BP__FP2__beta_high,0.8955555555555555,0.019999999999999907,True
intra,yen,rest2_vs_type2,1,7,114,PLV__FP2__F4__beta_low,0.9377777777777776,0.04222222222222205,True
intra,yen,rest2_vs_type2,1,8,72,PLV__FP2__F4__theta,0.9577777777777777,0.02000000000000013,True
intra,yen,rest2_vs_type2,1,9,34,BP__F4__beta_high,0.9577777777777777,0.0,False
intra,yen,rest2_vs_type2,2,1,137,PLV__F7__F3__beta_high,0.7333333333333333,,True
intra,yen,rest2_vs_type2,2,2,91,PLV__FP2__F3__alpha,0.7711111111111111,0.0377777777777778,True
intra,yen,rest2_vs_type2,2,3,167,PLV__F4__F8__gamma,0.8111111111111111,0.040000000000000036,True
intra,yen,rest2_vs_type2,2,4,42,PLV__FP1__FP2__delta,0.8333333333333333,0.022222222222222143,True
intra,yen,rest2_vs_type2,2,5,2,BP__FP1__alpha,0.8355555555555556,0.0022222222222223476,True
intra,yen,rest2_vs_type2,2,6,82,PLV__Fz__F8__theta,0.8555555555555555,0.019999999999999907,True
intra,yen,rest2_vs_type2,2,7,90,PLV__FP2__F7__alpha,0.8555555555555555,0.0,False
intra,yen,rest2_vs_type2,3,1,2,BP__FP1__alpha,0.7244444444444444,,True
intra,yen,rest2_vs_type2,3,2,62,PLV__F4__F8__delta,0.7644444444444444,0.039999999999999925,True
intra,yen,rest2_vs_type2,3,3,24,BP__Fz__delta,0.7888888888888889,0.02444444444444449,True
intra,yen,rest2_vs_type2,3,4,70,PLV__FP2__F3__theta,0.828888888888889,0.04000000000000015,True
intra,yen,rest2_vs_type2,3,5,99,PLV__F3__Fz__alpha,0.8511111111111112,0.022222222222222143,True
intra,yen,rest2_vs_type2,3,6,5,BP__FP1__gamma,0.8511111111111112,0.0,False
intra,yen,rest2_vs_type2,4,1,127,PLV__FP1__F7__beta_high,0.7288888888888889,,True
intra,yen,rest2_vs_type2,4,2,134,PLV__FP2__Fz__beta_high,0.7955555555555556,0.06666666666666665,True
intra,yen,rest2_vs_type2,4,3,105,PLV__FP1__FP2__beta_low,0.8355555555555556,0.040000000000000036,True
intra,yen,rest2_vs_type2,4,4,38,BP__F8__alpha,0.857777777777778,0.022222222222222365,True
intra,yen,rest2_vs_type2,4,5,11,BP__FP2__gamma,0.8777777777777779,0.019999999999999907,True
intra,yen,rest2_vs_type2,4,6,13,BP__F7__theta,0.8777777777777779,0.0,False
intra,yen,rest2_vs_type2,5,1,137,PLV__F7__F3__beta_high,0.7444444444444445,,True
intra,yen,rest2_vs_type2,5,2,40,BP__F8__beta_high,0.8066666666666666,0.06222222222222218,True
intra,yen,rest2_vs_type2,5,3,86,PLV__FP1__F3__alpha,0.8066666666666666,0.0,False
