subject_id,comparison,outer_fold,classifier,accuracy,n_selected_features,selected_features,sfs_inner_accuracy,grid_inner_accuracy,best_params
pftest,rest1_vs_type1,4,KFDA,0.75,2,BP__F3__beta_high;BP__FP1__alpha,0.96,0.96,"{""clf__C"": 0.1, ""clf__gamma"": 0.6139132535407591}"
pftest,rest1_vs_type1,5,LDA,1.0,4,BP__F3__beta_high;BP__FP1__gamma;BP__F7__beta_low;BP__F3__gamma,0.96,,{}
pftest,rest1_vs_type1,5,RBF-SVM,1.0,4,BP__F3__beta_high;BP__FP1__gamma;BP__F7__beta_low;BP__F3__gamma,0.96,0.96,"{""clf__C"": 1.0, ""clf__gamma"": 0.02017697586015141}"
pftest,rest1_vs_type1,5,KFDA,1.0,4,BP__F3__beta_high;BP__FP1__gamma;BP__F7__beta_low;BP__F3__gamma,0.96,0.96,"{""clf__C"": 1.0, ""clf__gamma"": 0.02017697586015141}"
yen,rest1_vs_type1,1,LDA,0.5833333333333334,3,BP__F8__theta;BP__FP1__delta;BP__F7__delta,0.8577777777777778,,{}
yen,rest1_vs_type1,1,RBF-SVM,0.75,3,BP__F8__theta;BP__FP1__delta;BP__F7__delta,0.8577777777777778,0.7955555555555556,"{""clf__C"": 10.0, ""clf__gamma"": 0.007604489997873477}"
yen,rest1_vs_type1,1,KFDA,0.5833333333333334,3,BP__F8__theta;BP__FP1__delta;BP__F7__delta,0.8577777777777778,0.7955555555555556,"{""clf__C"": 0.1, ""clf__gamma"": 0.3768894828730004}"
yen,rest1_vs_type1,2,LDA,0.8333333333333334,1,BP__F8__theta,0.8111111111111111,,{}
yen,rest1_vs_type1,2,RBF-SVM,0.75,1,BP__F8__theta,0.8111111111111111,0.8111111111111111,"{""clf__C"": 0.1, ""clf__gamma"": 0.6139132535407591}"
yen,rest1_vs_type1,2,KFDA,0.75,1,BP__F8__theta,0.8111111111111111,0.8311111111111111,"{""clf__C"": 0.1, ""clf__gamma"": 2.653297705144422}"
yen,rest1_vs_type1,3,LDA,0.75,2,BP__F8__theta;BP__F8__gamma,0.857777777777778,,{}
yen,rest1_vs_type1,3,RBF-SVM,0.75,2,BP__F8__theta;BP__F8__gamma,0.857777777777778,0.8377777777777776,"{""clf__C"": 100.0, ""clf__gamma"": 0.007604489997873477}"
yen,rest1_vs_type1,3,KFDA,0.75,2,BP__F8__theta;BP__F8__gamma,0.857777777777778,0.8177777777777777,"{""clf__C"": 10.0, ""clf__gamma"": 0.053535523746494146}"
yen,rest1_vs_type1,4,LDA,0.75,2,BP__F8__theta;BP__F3__alpha,0.8333333333333333,,{}
yen,rest1_vs_type1,4,RBF-SVM,0.75,2,BP__F8__theta;BP__F3__alpha,0.8333333333333333,0.8333333333333333,"{""clf__C"": 1.0, ""clf__gamma"": 0.6139132535407591}"
yen,rest1_vs_type1,4,KFDA,0.75,2,BP__F8__theta;BP__F3__alpha,0.8333333333333333,0.8333333333333333,"{""clf__C"": 1.0, ""clf__gamma"": 0.6139132535407591}"
yen,rest1_vs_type1,5,LDA,0.8333333333333334,3,BP__F4__theta;BP__F8__gamma;BP__F8__beta_high,0.7888888888888889,,{}
yen,rest1_vs_type1,5,RBF-SVM,0.9166666666666666,3,BP__F4__theta;BP__F8__gamma;BP__F8__beta_high,0.7888888888888889,0.8311111111111111,"{""clf__C"": 1000.0, ""clf__gamma"": 0.053535523746494146}"
yen,rest1_vs_type1,5,KFDA,0.75,3,BP__F4__theta;BP__F8__gamma;BP__F8__beta_high,0.7888888888888889,0.8088888888888889,"{""clf__C"": 10.0, ""clf__gamma"": 0.08720372697238048}"
irene,rest2_vs_type2,1,LDA,0.5833333333333334,4,BP__FP2__delta;BP__Fz__gamma;BP__FP1__delta;BP__F3__alpha,0.96,,{}
irene,rest2_vs_type2,1,RBF-SVM,0.5,4,BP__FP2__delta;BP__Fz__gamma;BP__FP1__delta;BP__F3__alpha,0.96,0.8800000000000001,"{""clf__C"": 1000.0, ""clf__gamma"": 0.053535523746494146}"
irene,rest2_vs_type2,1,KFDA,0.6666666666666666,4,BP__FP2__delta;BP__Fz__gamma;BP__FP1__delta;BP__F3__alpha,0.96,0.8800000000000001,"{""clf__C"": 10.0, ""clf__gamma"": 0.3768894828730004}"
irene,rest2_vs_type2,2,LDA,0.75,3,BP__F8__delta;BP__Fz__alpha;BP__F3__gamma,0.8333333333333334,,{}
irene,rest2_vs_type2,2,RBF-SVM,0.75,3,BP__F8__delta;BP__Fz__alpha;BP__F3__gamma,0.8333333333333334,0.8977777777777778,"{""clf__C"": 10.0, ""clf__gamma"": 0.02017697586015141}"
irene,rest2_vs_type2,2,KFDA,0.75,3,BP__F8__delta;BP__Fz__alpha;BP__F3__gamma,0.8333333333333334,0.8977777777777778,"{""clf__C"": 1.0, ""clf__gamma"": 0.03286616756321879}"
irene,rest2_vs_type2,3,LDA,0.6666666666666666,2,BP__F7__gamma;BP__FP2__beta_high,0.7711111111111111,,{}
irene,rest2_vs_type2,3,RBF-SVM,0.75,2,BP__F7__gamma;BP__FP2__beta_high,0.7711111111111111,0.8533333333333333,"{""clf__C"": 1.0, ""clf__gamma"": 0.08720372697238048}"
irene,rest2_vs_type2,3,KFDA,0.8333333333333334,2,BP__F7__gamma;BP__FP2__beta_high,0.7711111111111111,0.8555555555555555,"{""clf__C"": 1000.0, ""clf__gamma"": 0.14204568230027764}"
