analysis,subject_id,comparison,outer_fold,step,candidate_index,candidate_name,cv_accuracy,improvement,accepted
intra,pftest,rest2_vs_type2,4,1,41,BP__F8__gamma,0.8555555555555555,,True
intra,pftest,rest2_vs_type2,4,2,6,BP__FP2__delta,0.8777777777777779,0.022222222222222365,True
intra,pftest,rest2_vs_type2,4,3,99,COH__FP2__F4__beta_low,0.9,0.022222222222222143,True
intra,pftest,rest2_vs_type2,4,4,142,COH__F3__F4__beta_high,0.9199999999999999,0.019999999999999907,True
intra,pftest,rest2_vs_type2,4,5,33,BP__F4__beta_low,0.9199999999999999,0.0,False
intra,pftest,rest2_vs_type2,5,1,100,COH__FP2__F4__beta_high,0.7911111111111111,,True
intra,pftest,rest2_vs_type2,5,2,264,PLV__F7__Fz__beta_high,0.8955555555555555,0.10444444444444445,True
intra,pftest,rest2_vs_type2,5,3,106,COH__FP2__F8__beta_high,0.9355555555555555,0.039999999999999925,True
intra,pftest,rest2_vs_type2,5,4,0,BP__FP1__delta,0.9555555555555555,0.020000000000000018,True
intra,pftest,rest2_vs_type2,5,5,17,BP__F7__gamma,0.9777777777777779,0.022222222222222365,True
intra,pftest,rest2_vs_type2,5,6,6,BP__FP2__delta,0.9777777777777779,0.0,False
intra,yen,rest2_vs_type2,1,1,2,BP__FP1__alpha,0.6911111111111111,,True
intra,yen,rest2_vs_type2,1,2,150,COH__Fz__F4__delta,0.7733333333333333,0.0822222222222222,True
intra,yen,rest2_vs_type2,1,3,52,COH__FP1__F7__beta_high,0.8333333333333334,0.06000000000000005,True
intra,yen,rest2_vs_type2,1,4,172,PLV__FP1__F4__delta,0.8555555555555555,0.022222222222222143,True
intra,yen,rest2_vs_type2,1,5,224,PLV__F7__F8__alpha,0.8755555555555556,0.02000000000000013,True
intra,yen,rest2_vs_type2,1,6,98,COH__FP2__F4__alpha,0.8755555555555556,0.0,False
intra,yen,rest2_vs_type2,2,1,263,PLV__F7__F3__beta_high,0.7333333333333333,,True
intra,yen,rest2_vs_type2,2,2,103,COH__FP2__F8__theta,0.7755555555555554,0.04222222222222216,True
intra,yen,rest2_vs_type2,2,3,218,PLV__FP2__Fz__alpha,0.8155555555555555,0.040000000000000036,True
intra,yen,rest2_vs_type2,2,4,16,BP__F7__beta_high,0.8355555555555556,0.02000000000000013,True
intra,yen,rest2_vs_type2,2,5,8,BP__FP2__alpha,0.857777777777778,0.022222222222222365,True
intra,yen,rest2_vs_type2,2,6,194,PLV__FP1__F8__theta,0.9155555555555555,0.057777777777777484,True
intra,yen,rest2_vs_type2,2,7,226,PLV__F3__F4__alpha,0.9577777777777777,0.04222222222222227,True
intra,yen,rest2_vs_type2,2,8,9,BP__FP2__beta_low,0.9577777777777777,0.0,False
intra,yen,rest2_vs_type2,3,1,2,BP__FP1__alpha,0.7244444444444444,,True
intra,yen,rest2_vs_type2,3,2,188,PLV__F4__F8__delta,0.7644444444444444,0.039999999999999925,True
intra,yen,rest2_vs_type2,3,3,136,COH__F3__Fz__beta_high,0.831111111111111,0.06666666666666665,True
intra,yen,rest2_vs_type2,3,4,20,BP__F3__alpha,0.8511111111111112,0.02000000000000013,True
intra,yen,rest2_vs_type2,3,5,81,COH__FP2__F7__beta_low,0.8711111111111111,0.019999999999999907,True
intra,yen,rest2_vs_type2,3,6,86,COH__FP2__F3__alpha,0.8711111111111111,0.0,False
intra,yen,rest2_vs_type2,4,1,64,COH__FP1__Fz__beta_high,0.7488888888888888,,True
intra,yen,rest2_vs_type2,4,2,94,COH__FP2__Fz__beta_high,0.7733333333333333,0.02444444444444449,True
intra,yen,rest2_vs_type2,4,3,144,COH__F3__F8__delta,0.8377777777777776,0.0644444444444443,True
intra,yen,rest2_vs_type2,4,4,241,PLV__FP2__F8__beta_low,0.857777777777778,0.02000000000000035,True
intra,yen,rest2_vs_type2,4,5,70,COH__FP1__F4__beta_high,0.8377777777777776,-0.02000000000000035,False
intra,yen,rest2_vs_type2,5,1,64,COH__FP1__Fz__beta_high,0.7733333333333333,,True
intra,yen,rest2_vs_type2,5,2,174,PLV__FP2__F7__delta,0.8355555555555554,0.06222222222222207,True
intra,yen,rest2_vs_type2,5,3,54,COH__FP1__F3__delta,0.8355555555555554,0.0,False
