comparison,classifier,lopo_accuracy_mean,lopo_accuracy_std,n_held_out_subjects,pooled_epoch_accuracy
rest1_vs_type1,KFDA,0.7066666666666667,0.12834415538785635,5,0.7066666666666667
rest1_vs_type1,LDA,0.6666666666666667,0.11606990230986765,5,0.6666666666666666
rest1_vs_type1,RBF-SVM,0.6900000000000001,0.12560962454277846,5,0.69
rest2_vs_type2,KFDA,0.53,0.07763876465901409,5,0.53
rest2_vs_type2,LDA,0.5700000000000001,0.11983785341498365,5,0.57
rest2_vs_type2,RBF-SVM,0.5566666666666666,0.08547254269972056,5,0.5566666666666666
