comparison,classifier,lopo_accuracy_mean,lopo_accuracy_std,n_held_out_subjects,pooled_epoch_accuracy
rest1_vs_type1,KFDA,0.6666666666666666,0.06346477588219926,5,0.6666666666666666
rest1_vs_type1,LDA,0.6866666666666668,0.08692269873603531,5,0.6866666666666666
rest1_vs_type1,RBF-SVM,0.6599999999999999,0.05348935511960401,5,0.66
rest2_vs_type2,KFDA,0.49333333333333335,0.05602578771323871,5,0.49333333333333335
rest2_vs_type2,LDA,0.5266666666666666,0.04346134936801765,5,0.5266666666666666
rest2_vs_type2,RBF-SVM,0.5166666666666666,0.026352313834736508,5,0.5166666666666667
