comparison,classifier,lopo_accuracy_mean,lopo_accuracy_std,n_held_out_subjects,pooled_epoch_accuracy
rest1_vs_type1,KFDA,0.6733333333333333,0.0862811940369652,5,0.6733333333333333
rest1_vs_type1,LDA,0.7033333333333334,0.07207249436813219,5,0.7033333333333334
rest1_vs_type1,RBF-SVM,0.68,0.11017662587358941,5,0.68
rest2_vs_type2,KFDA,0.5166666666666667,0.06123724356957946,5,0.5166666666666667
rest2_vs_type2,LDA,0.5566666666666666,0.1216780816562932,5,0.5566666666666666
rest2_vs_type2,RBF-SVM,0.54,0.07691987172809549,5,0.54
